JobTitle,JobYear,JobLink,JobType,JobField,JobSource,JobLink_norm
New Mexico Highlands University (NM) - TT Asst. / Assoc. Professor of English (incl. Creative Writing Poetry) - OFFER ACCEPTED,2015,mailto:jobs@nmhu.edu | https://chroniclevitae.com/jobs/0000860243-01#sthash.Tjdukkh5.dpuf,TT,CreativeWriting,Wiki,mailto:jobs@nmhu.edu | https://chroniclevitae.com/jobs/0000860243-01#sthash.Tjdukkh5.dpuf
"Northern Michigan University (MI) - TT Asst. Professor, Native American Literature and Creative Writing (Poetry) - OFFER ACCEPTED",2015,http://www.nmu.edu/marquette | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175951637&Title=Assistant%20Professor%20of%20English%20-%20Native%20American%20Literature,TT,CreativeWriting,Wiki,http://www.nmu.edu/marquette | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175951637&Title=Assistant%20Professor%20of%20English%20-%20Native%20American%20Literature
"Purdue University (IN) - TT Associate Professor of English—Creative Writing, Poetry - OFFER ACCEPTED",2015,https://apply.interfolio.com/26148,TT,CreativeWriting,Wiki,https://apply.interfolio.com/26148
St. Edward's University (TX) - TT Assistant Professor of Creative Writing (Poetry) - SKYPE INTERVIEWS SCHEDULED,2015,http://think.stedwards.edu/avpacademicaffairs/studentbulletins | https://stedwards.applicantpro.com/jobs/141088-13112.html,TT,CreativeWriting,Wiki,http://think.stedwards.edu/avpacademicaffairs/studentbulletins | https://stedwards.applicantpro.com/jobs/141088-13112.html
"University of Central Arkansas (AR) - TT Asst. Professor, Creative Writing-Poetry - CAMPUS INTERVIEWS SCHEDULED",2015,https://jobs.uca.edu/ | https://jobs.uca.edu/postings/1381 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175962184&Title=Assistant%20Professor%20-%20Creative%20Writing,TT,CreativeWriting,Wiki,https://jobs.uca.edu/ | https://jobs.uca.edu/postings/1381 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175962184&Title=Assistant%20Professor%20-%20Creative%20Writing
University of Central Missouri (MO) - TT Assistant Professor of Poetry - POSITION FILLED,2015,https://jobs.ucmo.edu/postings/11547,TT,CreativeWriting,Wiki,https://jobs.ucmo.edu/postings/11547
University of Chicago (IL) - Full Professor in Poetry and Criticism,2015,http://tinyurl.com/nqngbjo,TT,CreativeWriting,Wiki,http://tinyurl.com/nqngbjo
"University of Iowa (IA) - Assistant, Associate or Full Professor in Creative Writing/Poetry",2015,https://chroniclevitae.com/jobs/0000850071-01#sthash.O5bRjlyx.dpuf,TT,CreativeWriting,Wiki,https://chroniclevitae.com/jobs/0000850071-01#sthash.O5bRjlyx.dpuf
University of Texas at Dallas (TX) -  Open Rank Position in Creative Writing (Poetry) - CANCELLED,2015,http://go.utdallas.edu/pat140528 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175901874&Title=Open%20Rank%20Position%20in%20Literary%20Studies,TT,CreativeWriting,Wiki,http://go.utdallas.edu/pat140528 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175901874&Title=Open%20Rank%20Position%20in%20Literary%20Studies
University of Washington - Tacoma (WA) - Full-time Lecturers in Creative Writing (Poetry) - PHONE INTERVIEW STAGE,2015,https://academicjobsonline.org/ajo/jobs/5312 | https://academicjobsonline.org/ajo/jobs/5312,TT,CreativeWriting,Wiki,https://academicjobsonline.org/ajo/jobs/5312 | https://academicjobsonline.org/ajo/jobs/5312
University of Wisconsin Oshkosh (WI) - TT Assistant Professor of Creative Writing (Poetry) - CANCELLED,2015,http://www.uwosh.edu/english | https://chroniclevitae.com/jobs/0000846620-01#sthash.wi61SHBZ.dpuf,TT,CreativeWriting,Wiki,http://www.uwosh.edu/english | https://chroniclevitae.com/jobs/0000846620-01#sthash.wi61SHBZ.dpuf
"Columbia University (NY) - TT Asst. Professor of Writing, Creative Non-Fiction - OFFER ACCEPTED",2015,https://www.awpwriter.org/careers/job_view/4565/nonfiction_writing_program_-_columbia_university_school_of_the_arts | https://www.mla.org/jil_listing?id=22215 | https://apply.interfolio.com/27694 | https://academicjobs.columbia.edu/applicants/Central?quickFind=60028 | http://arts.columbia.edu/writing/news/2015/jamison-joins-faculty,TT,CreativeWriting,Wiki,https://www.awpwriter.org/careers/job_view/4565/nonfiction_writing_program_-_columbia_university_school_of_the_arts | https://www.mla.org/jil_listing?id=22215 | https://apply.interfolio.com/27694 | https://academicjobs.columbia.edu/applicants/Central?quickFind=60028 | http://arts.columbia.edu/writing/news/2015/jamison-joins-faculty
"George Mason University (VA) - TT Asst. Professor, Creative Non-Fiction - OFFER MADE",2015,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175923871&Title=Tenure-Track%20Assistant%20Professor%2C%20Creative%20Writing%20Nonfiction,TT,CreativeWriting,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175923871&Title=Tenure-Track%20Assistant%20Professor%2C%20Creative%20Writing%20Nonfiction
Georgia Regents University (GA) - TT Assistant Professor of Creative Writing (Creative Non-Fiction) - CAMPUS VISIT STAGE,2015,http://www.gru.edu/jobs/faculty/ | https://apply.interfolio.com/28004,TT,CreativeWriting,Wiki,http://www.gru.edu/jobs/faculty/ | https://apply.interfolio.com/28004
Hamline University (MN) - TT Assistant Professor in Creative Writing (Creative Nonfiction) - OFFER ACCEPTED,2015,https://academicjobsonline.org/ajo/jobs/4719 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175956534&Title=Assistant%20Professor%20of%20Creative%20Writing%20-%20Creative%20Writing%20Programs,TT,CreativeWriting,Wiki,https://academicjobsonline.org/ajo/jobs/4719 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175956534&Title=Assistant%20Professor%20of%20Creative%20Writing%20-%20Creative%20Writing%20Programs
Hofstra University (NY) - Director of Publishing Studies & TT Assistant Professor of English - OFFER ACCEPTED,2015,https://apply.interfolio.com/27923,TT,CreativeWriting,Wiki,https://apply.interfolio.com/27923
"Louisiana State University (LA) - TT Asst. Professor of Creative Writing, Creative Nonfiction - OFFER ACCEPTED",2015,http://lsusystemcareers.lsu.edu/applicants/Central?quickFind=58249,TT,CreativeWriting,Wiki,http://lsusystemcareers.lsu.edu/applicants/Central?quickFind=58249
"Loyola University Chicago (IL) - TT Assistant Professor of English, Creative Nonfiction - CAMPUS INTERVIEW SCHEDULED",2015,http://www.luc.edu/english | http://www.luc.edu/soc | http://www.luc.edu/mission/missionandidentity.shtml | http://www.luc.edu/transformativeed | http://www.careers.luc.edu/applicants/Central?quickFind=57569,TT,CreativeWriting,Wiki,http://www.luc.edu/english | http://www.luc.edu/soc | http://www.luc.edu/mission/missionandidentity.shtml | http://www.luc.edu/transformativeed | http://www.careers.luc.edu/applicants/Central?quickFind=57569
New Mexico Highlands University (NM) - TT Asst. Professor of English (Creative Non-Fiction) - CAMPUS INTERVIEWS SCHEDULED,2015,mailto:jobs@nmhu.edu | mailto:helenblythe@nmhu.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175964235&Title=Assistant%20Professor%20of%20English,TT,CreativeWriting,Wiki,mailto:jobs@nmhu.edu | mailto:helenblythe@nmhu.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175964235&Title=Assistant%20Professor%20of%20English
New York University (NY) - Full-Time Clinical Assistant Professor (Non-TT) - Creative Non-Fiction: Music Writing and Cultural Criticism,2015,http://www.nyuopsearch.com/applicants/Central?quickFind=52408,TT,CreativeWriting,Wiki,http://www.nyuopsearch.com/applicants/Central?quickFind=52408
"Northern Michigan University (MI) - TT Asst. Professor, Creative Nonfiction - CAMPUS INTERVIEWS SCHEDULED",2015,http://www.nmu.edu/marquette | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175951652&Title=Assistant%20Professor%20of%20English%20-%20Creative%20Nonfiction,TT,CreativeWriting,Wiki,http://www.nmu.edu/marquette | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175951652&Title=Assistant%20Professor%20of%20English%20-%20Creative%20Nonfiction
Oregon State University (OR) - TT Asst. Professor (Nonfiction) - MLA INTERVIEWS SCHEDULED,2015,http://jobs.oregonstate.edu/applicants/Central?quickFind=64650,TT,CreativeWriting,Wiki,http://jobs.oregonstate.edu/applicants/Central?quickFind=64650
"Pacific Lutheran University (WA) - TT Asst. Professor, Creative Non-Fiction - CAMPUS VISITS SCHEDULED",2015,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175958435&Title=Assistant%20Professor%20of%20English%20-%20Creative%20Nonfiction | https://employment.plu.edu/postings/3218,TT,CreativeWriting,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175958435&Title=Assistant%20Professor%20of%20English%20-%20Creative%20Nonfiction | https://employment.plu.edu/postings/3218
Rhodes College (TN) - Assistant Professor of English - Creative Non-Fiction - CAMPUS INTERVIEWS SCHEDULED,2015,http://rhodes.edu/collegehandbook/10309.asp | http://www.rhodes.edu/about/22775.asp,TT,CreativeWriting,Wiki,http://rhodes.edu/collegehandbook/10309.asp | http://www.rhodes.edu/about/22775.asp
Southern Utah University (UT) - TT Assistant Professor of English - Creative Nonfiction Writing - OFFER ACCEPTED,2015,http://jobs.suu.edu/applicants/Central?quickFind=53205 | https://chroniclevitae.com/jobs/0000861769-01#sthash.fRl0eyMt.dpuf,TT,CreativeWriting,Wiki,http://jobs.suu.edu/applicants/Central?quickFind=53205 | https://chroniclevitae.com/jobs/0000861769-01#sthash.fRl0eyMt.dpuf
University of Denver (CO) - TT Assistant Professor - Creative Non-fiction and Latino/-a Literature - JOB SEARCH CANCELLED [11/18/14],2015,http://www.simplyhired.com/job/assistant-professor-latino-latina-literature-job/university-of-denver/blbzz2erad?cid=akzunonqefunmphouieldztzdpaazrfy,TT,CreativeWriting,Wiki,http://www.simplyhired.com/job/assistant-professor-latino-latina-literature-job/university-of-denver/blbzz2erad?cid=akzunonqefunmphouieldztzdpaazrfy
"University of Iowa (IA) - TT Asst. Professor, Creative Nonfiction - OFFER(S) ACCEPTED",2015,https://jobs.uiowa.edu/faculty/view/65029,TT,CreativeWriting,Wiki,https://jobs.uiowa.edu/faculty/view/65029
"University of San Diego (CA) - TT Asst. Professor - Creative Writing, Creative Non-Fiction Emphasis - POSITION FILLED",2015,http://apptrkr.com/509420 | http://apptrkr.com/509420 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175940090&Title=Assistant%20Professor%20of%20English%2C%20in%20Creative%20Writing%2C%20Creative%20Non-Fiction%20Emphasis | https://www.sandiego.edu/cas/english/news_events/news_detail.php?_focus=51398,TT,CreativeWriting,Wiki,http://apptrkr.com/509420 | http://apptrkr.com/509420 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175940090&Title=Assistant%20Professor%20of%20English%2C%20in%20Creative%20Writing%2C%20Creative%20Non-Fiction%20Emphasis | https://www.sandiego.edu/cas/english/news_events/news_detail.php?_focus=51398
"Warren Wilson College (NC) - Professor of Undergraduate Writing, Creative Nonfiction (Full-Time Non-TT) - OFFER ACCEPTED",2015,mailto:2014creativewritingsearch@warren-wilson.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175954583&Title=Professor%20of%20Undergraduate%20Writing,TT,CreativeWriting,Wiki,mailto:2014creativewritingsearch@warren-wilson.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175954583&Title=Professor%20of%20Undergraduate%20Writing
Washburn University (KS) - TT Asst. Professor - Creative Nonfiction,2015,mailto:english@washburn.edu | mailto:danny.wade@washburn.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=176024236&Title=Tenure-Track%20Assistant%20Professor%20in%20Creative%20Writing%2C%20Nonfiction,TT,CreativeWriting,Wiki,mailto:english@washburn.edu | mailto:danny.wade@washburn.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=176024236&Title=Tenure-Track%20Assistant%20Professor%20in%20Creative%20Writing%2C%20Nonfiction
"West Virginia University (WV) - TT Asst. Professor, Creative Writing, Nonfiction - ADDITIONAL MATERIALS REQUESTED",2015,https://apply.interfolio.com/26482,TT,CreativeWriting,Wiki,https://apply.interfolio.com/26482
Arkansas Tech University - TT Asst. Professor of English - Creative Writing - OFFER ACCEPTED,2015,mailto:engl@atu.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=176009519&Title=Assistant%20Professor%20of%20English,TT,CreativeWriting,Wiki,mailto:engl@atu.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=176009519&Title=Assistant%20Professor%20of%20English
Augsburg College (MN) - TT Advanced Assistant or Associate Professor of English/Writing-MFA Program Director -- OFFER ACCEPTED,2015,http://www.augsburg.edu/hr | https://chroniclevitae.com/jobs/0000850781-01#sthash.QB0kQXPF.dpuf,TT,CreativeWriting,Wiki,http://www.augsburg.edu/hr | https://chroniclevitae.com/jobs/0000850781-01#sthash.QB0kQXPF.dpuf
Bryn Mawr College (PA) - TT Assistant Professor or Associate Professor in Creative Writing (Prose Fiction / Creative Nonfiction) - SKYPE INTERVIEWS SCHEDULED,2015,http://apply.interfolio.com/25190 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175920115&Title=Assistant%20Professor%20or%20Associate%20Professor%20in%20Creative%20Writing,TT,CreativeWriting,Wiki,http://apply.interfolio.com/25190 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175920115&Title=Assistant%20Professor%20or%20Associate%20Professor%20in%20Creative%20Writing
California College of the Arts (CA) - TT Asst. or Assoc. Professor in Modern or Contemporary American Literature and Creative Writing - OFFER ACCEPTED,2015,mailto:employment@cca.edu | https://chroniclevitae.com/jobs/0000867753-01#sthash.l2VcXksZ.dpuf,TT,CreativeWriting,Wiki,mailto:employment@cca.edu | https://chroniclevitae.com/jobs/0000867753-01#sthash.l2VcXksZ.dpuf
"California State University, Northridge (CA) - TT Asst. Professor of Creative Writing, Narrative - POSITION FILLED",2015,https://apply.interfolio.com/26828,TT,CreativeWriting,Wiki,https://apply.interfolio.com/26828
Carlow University (PA) - Program Director and Full-Time Faculty - MFA in Creative Writing - PHONE INTERVIEWS SCHEDULED,2015,http://www.carlow.edu/MFA | mailto:HR4@carlow.edu | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176026253&Title=Program%20Director%20-%20Masters%20in%20Fine%20Arts%20%28MFA%29,TT,CreativeWriting,Wiki,http://www.carlow.edu/MFA | mailto:HR4@carlow.edu | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176026253&Title=Program%20Director%20-%20Masters%20in%20Fine%20Arts%20%28MFA%29
Centenary College (NJ) - TT Assistant Professor of Creative Writing with a Specialization in either Poetry or Fiction - OFFER ACCEPTED,2015,http://www.centenarycollege.edu/ | mailto:hrdept@centenarycollege.edu,TT,CreativeWriting,Wiki,http://www.centenarycollege.edu/ | mailto:hrdept@centenarycollege.edu
"City College of New York, CUNY (NY) - TT Asst. or Assoc. Prof. - Caribbean Studies (Open to MFAs / Applicants with a ""Creative Agenda"")",2015,,TT,CreativeWriting,Wiki,
"Claremont McKenna College (CA) - Open Rank, Creative Writing (Open Genre) - POSITION FILLED",2015,https://webapps.cmc.edu/jobs/faculty/faculty_opening_detail.php?PostingID=14018 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175961952&Title=CreativeWriting | http://www.claremontmckenna.edu/mmca/cur_spring_15.php,TT,CreativeWriting,Wiki,https://webapps.cmc.edu/jobs/faculty/faculty_opening_detail.php?PostingID=14018 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175961952&Title=CreativeWriting | http://www.claremontmckenna.edu/mmca/cur_spring_15.php
Cleveland Institute of Art (OH) - Assistant/Associate Professor of English and Creative Writing (Fiction and/or Poetry),2015,http://www.cia.edu/academics/liberal-arts | http://cia.edu/about-us/careers-at-cia | http://finearts.academickeys.com/job/210w6gdc/AssistantAssociate_Professor_of_English_and_Creative_Writing,TT,CreativeWriting,Wiki,http://www.cia.edu/academics/liberal-arts | http://cia.edu/about-us/careers-at-cia | http://finearts.academickeys.com/job/210w6gdc/AssistantAssociate_Professor_of_English_and_Creative_Writing
"Colorado Mesa University (CO) - TT Asst. Prof. of English-Creative Writing (Screenwriting, Playwriting and/or Memoir) - CANCELLED",2015,http://apptrkr.com/538762 | http://www.coloradomesa.edu/hr/documents/updated_applicant.authorizationtoconductreferencebackgroundcheck.pdf | http://www.coloradomesa.edu/hr/documents/AffirmativeActionInformation.12.11.pdf | https://chroniclevitae.com/jobs/0000855876-01#sthash.rL6dN8xg.dpuf,TT,CreativeWriting,Wiki,http://apptrkr.com/538762 | http://www.coloradomesa.edu/hr/documents/updated_applicant.authorizationtoconductreferencebackgroundcheck.pdf | http://www.coloradomesa.edu/hr/documents/AffirmativeActionInformation.12.11.pdf | https://chroniclevitae.com/jobs/0000855876-01#sthash.rL6dN8xg.dpuf
Dalhousie University (CAN) - TT Lecturer /Assistant Professor in Creative Writing (Diversity Faculty Position),2015,https://apply.interfolio.com/26959,TT,CreativeWriting,Wiki,https://apply.interfolio.com/26959
Eastern University (PA) - TT Assistant Professor of Writing - ADDITIONAL MATERIALS REQUESTED,2015,mailto:jobs@eastern.edu | https://apply.interfolio.com/27443,TT,CreativeWriting,Wiki,mailto:jobs@eastern.edu | https://apply.interfolio.com/27443
Eastern New Mexico University - TT Assistant Professor of English - Creative Writing - CAMPUS INTERVIEWS SCHEDULED,2015,http://www.indeed.com/rc/clk?jk=f4bacfb632f458fb,TT,CreativeWriting,Wiki,http://www.indeed.com/rc/clk?jk=f4bacfb632f458fb
Ferris State University (MI) - TT Assist. Prof of Literature and Writing (2 Positions)  - CAMPUS INTERVIEWS SCHEDULED,2015,https://employment.ferris.edu/postings/20608 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175954249&Title=Assist.%20Prof%20of%20Literature%20and%20Writing%20%289-Month%20Tenure%20Track%29,TT,CreativeWriting,Wiki,https://employment.ferris.edu/postings/20608 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175954249&Title=Assist.%20Prof%20of%20Literature%20and%20Writing%20%289-Month%20Tenure%20Track%29
Framingham State University (MA) - TT Assistant Professor-English/Creative Writing - CAMPUS INTERVIEW SCHEDULED,2015,http://www.Click2Apply.net/wm2xj5f | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175989000&Title=Tenure%20Track%20Assistant%20Professor-%20English%2F%20Creative%20Writing,TT,CreativeWriting,Wiki,http://www.Click2Apply.net/wm2xj5f | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175989000&Title=Tenure%20Track%20Assistant%20Professor-%20English%2F%20Creative%20Writing
Franklin College (IN) - TT Assistant Professor of English (Multiple Positions; fields incl. Creative Writing - Fiction and/or Poetry) - POSITIONS FILLED,2015,,TT,CreativeWriting,Wiki,
"Hartwick College (NY) - TT Asst. Professor, Fiction/Creative Nonfiction - OFFER ACCEPTED",2015,mailto:englishsearch@hartwick.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175960918&Title=Assistant%20Professor,TT,CreativeWriting,Wiki,mailto:englishsearch@hartwick.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175960918&Title=Assistant%20Professor
Harvey Mudd College (CA) - TT Assistant Professor of Creative Writing - SKYPE INTERVIEWS SCHEDULED,2015,https://apply.interfolio.com/26302,TT,CreativeWriting,Wiki,https://apply.interfolio.com/26302
"Holy Names University (CA) - TT Asst. Professor of English (Director of MA in ""Writer's Craft"")",2015,,TT,CreativeWriting,Wiki,
"Howard University (D.C.) - TT Asst. Professor, Creative Writing (Fiction / Non-Fiction)",2015,mailto:d_williams@howard.edu | http://www.coas.howard.edu/english/,TT,CreativeWriting,Wiki,mailto:d_williams@howard.edu | http://www.coas.howard.edu/english/
"Humboldt State University (CA) - TT Asst. Professor, Writing Practices - POSITION FILLED",2015,http://www.humboldt.edu/aps/docs/Salary-Schedule.xls | http://www.calstate.edu/Benefits/Summaries/2007_Faculty-Unit | http://www.humboldt.edu/english | https://www.humboldt.edu/forms/node/757 | mailto:creative.search@humboldt.edu | http://apptrkr.com/480656 | https://apply.interfolio.com/26140,TT,CreativeWriting,Wiki,http://www.humboldt.edu/aps/docs/Salary-Schedule.xls | http://www.calstate.edu/Benefits/Summaries/2007_Faculty-Unit | http://www.humboldt.edu/english | https://www.humboldt.edu/forms/node/757 | mailto:creative.search@humboldt.edu | http://apptrkr.com/480656 | https://apply.interfolio.com/26140
"Ithaca College (NY) - TT Asst. Professor, Fiction and/or Creative Nonfiction (2 Positions) - OFFERS ACCEPTED",2015,http://www.ithaca.edu/jobs | https://ithaca.taleo.net/careersection/2/jobdetail.ftl?job=17946,TT,CreativeWriting,Wiki,http://www.ithaca.edu/jobs | https://ithaca.taleo.net/careersection/2/jobdetail.ftl?job=17946
Los Angeles Film School (CA) - Full-Time Creative Writing Instructor,2015,http://www.higheredjobs.com/faculty/details.cfm?JobCode=176020647&Title=Creative%20Writing%20Instructor | mailto:HR_LiberalArts@lafilm.edu,TT,CreativeWriting,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=176020647&Title=Creative%20Writing%20Instructor | mailto:HR_LiberalArts@lafilm.edu
"Miami University of Ohio (OH) - Asst. Professor, Creative Nonfiction/Fiction - CAMPUS INTERVIEWS UNDERWAY",2015,http://apply.interfolio.com/25709 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175945662&Title=Assistant%20Professor%2C%20Creative%20Nonfiction%2FFiction,TT,CreativeWriting,Wiki,http://apply.interfolio.com/25709 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175945662&Title=Assistant%20Professor%2C%20Creative%20Nonfiction%2FFiction
"Millsaps College (MS) - TT Assistant Professor of English, Creative Writing and Literature - POSITION FILLED. ",2015,https://apply.interfolio.com/26864,TT,CreativeWriting,Wiki,https://apply.interfolio.com/26864
Misericordia University (PA) - Full-Time Non-TT Asst. Professor of English (Comp. Lit - pref. Creative Writing-Fiction),2015,,TT,CreativeWriting,Wiki,
"Mount Mary University (WI) - TT Asst. Professor of English, Creative Writing and Literature - PHONE INTERVIEWS SCHEDULED",2015,https://chroniclevitae.com/jobs/0000851440-01#sthash.2nlYazpD.dpuf,TT,CreativeWriting,Wiki,https://chroniclevitae.com/jobs/0000851440-01#sthash.2nlYazpD.dpuf
Mount St. Mary's College (CA) - Director: MFA in Creative Writing Program -- CAMPUS INTERVIEWS SCHEDULED,2015,https://chroniclevitae.com/jobs/0000863947-01#sthash.umCgVdUs.dpuf | http://msmcla.interviewexchange.com/jobofferdetails.jsp?JOBID=55307,TT,CreativeWriting,Wiki,https://chroniclevitae.com/jobs/0000863947-01#sthash.umCgVdUs.dpuf | http://msmcla.interviewexchange.com/jobofferdetails.jsp?JOBID=55307
Nanyang Technological University (Singapore) - TT Asst. / Assoc. Professor in Creative Writing,2015,http://english.hss.ntu.edu.sg/Pages/Home.aspx | http://www.ntu.edu.sg/ohr/CareerOpportunities/SubmitanApplication/Pages/FacultyPositions.aspx | https://chroniclevitae.com/jobs/0000873626-01#sthash.JOuVjSCz.dpuf,TT,CreativeWriting,Wiki,http://english.hss.ntu.edu.sg/Pages/Home.aspx | http://www.ntu.edu.sg/ohr/CareerOpportunities/SubmitanApplication/Pages/FacultyPositions.aspx | https://chroniclevitae.com/jobs/0000873626-01#sthash.JOuVjSCz.dpuf
North Central College (IL) - TT Asst. Professor of Creative Writing - OFFER ACCEPTED,2015,https://secure.interfolio.com/apply/26780 | https://secure.interfolio.com/apply/26780,TT,CreativeWriting,Wiki,https://secure.interfolio.com/apply/26780 | https://secure.interfolio.com/apply/26780
Point Park University (PA) - TT Assistant Professor - Lo-Res (Screen or Stage Writing),2015,http://www.pointpark.edu/mfascreenandstage | http://www.pointpark.edu/mfascreenandstage,TT,CreativeWriting,Wiki,http://www.pointpark.edu/mfascreenandstage | http://www.pointpark.edu/mfascreenandstage
"Portland State University (OR) - TT Asst. Professor of English, Book Publishing/Digital Humanities - CAMPUS INTERVIEWS SCHEDULED",2015,https://jobs.hrc.pdx.edu/postings/13525,TT,CreativeWriting,Wiki,https://jobs.hrc.pdx.edu/postings/13525
"Queensland University of Technology (AUS) - TT Lecturer, Creative Writing",2015,https://qut.nga.net.au/publicfiles/qut/jobs/7afc3c83-2bb7-4652-b4ee-a370012a3a91/14397%20Lecturer%20(CIF).pdf | https://qut.nga.net.au/cp/index.cfm?event=jobs.listJobs&jobListid=c5e3d8fc-7cf0-d215-9167-7fb870de7c0d&BrandID=1877e01e-78dd-4ed2-9d7a-9db40135cff4,TT,CreativeWriting,Wiki,https://qut.nga.net.au/publicfiles/qut/jobs/7afc3c83-2bb7-4652-b4ee-a370012a3a91/14397%20Lecturer%20(CIF).pdf | https://qut.nga.net.au/cp/index.cfm?event=jobs.listJobs&jobListid=c5e3d8fc-7cf0-d215-9167-7fb870de7c0d&BrandID=1877e01e-78dd-4ed2-9d7a-9db40135cff4
"Rochester Institute of Technology (NY) - TT Asst. Professor of English, Digital Writing and New Media Production - OFFER ACCEPTED",2015,http://careers.rit.edu/faculty | https://jobs.brassring.com/tgwebhost/jobdetails.aspx?jobId=1001379&PartnerId=25483&SiteId=5291&type=mail&JobReqLang=1&recordstart=1&JobSiteId=5291&JobSiteInfo=1001379_5291&gqid=513,TT,CreativeWriting,Wiki,http://careers.rit.edu/faculty | https://jobs.brassring.com/tgwebhost/jobdetails.aspx?jobId=1001379&PartnerId=25483&SiteId=5291&type=mail&JobReqLang=1&recordstart=1&JobSiteId=5291&JobSiteInfo=1001379_5291&gqid=513
Rockhurst University (MO) - TT Assistant Professor in Creative Writing (Open Genre) - OFFER ACCEPTED,2015,https://apply.interfolio.com/28304,TT,CreativeWriting,Wiki,https://apply.interfolio.com/28304
Rocky Mountain College of Art + Design (CO) - Chair of Creative Writing,2015,http://www.rmcad.edu/careers?gnk=apply&gni=8a87142e476b80fb0147743077751eae&gns=Chronicle%20of%20Higher%20Ed | https://chroniclevitae.com/jobs/0000840278-01#sthash.NnXbPTC6.dpuf,TT,CreativeWriting,Wiki,http://www.rmcad.edu/careers?gnk=apply&gni=8a87142e476b80fb0147743077751eae&gns=Chronicle%20of%20Higher%20Ed | https://chroniclevitae.com/jobs/0000840278-01#sthash.NnXbPTC6.dpuf
Assistant Professor of English (Creative Writing - Fiction and/or Creative Nonfiction) - CAMPUS INTERVIEWS SCHEDULED,2015,http://shsu.peopleadmin.com/postings/11631 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175973788&Title=Assistant%20Professor%20of%20English%20%28Creative%20Writing%20-%20Fiction%20and%2For%20Creative%20Nonfiction%29,TT,CreativeWriting,Wiki,http://shsu.peopleadmin.com/postings/11631 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175973788&Title=Assistant%20Professor%20of%20English%20%28Creative%20Writing%20-%20Fiction%20and%2For%20Creative%20Nonfiction%29
South Dakota State University (SD) - TT Asst. / Assoc. Professor - Native American Lit and Creative Writing,2015,https://chroniclevitae.com/jobs/0000860857-01 | https://chroniclevitae.com/jobs/0000869063-01#sthash.PBvCkmXc.dpuf,TT,CreativeWriting,Wiki,https://chroniclevitae.com/jobs/0000860857-01 | https://chroniclevitae.com/jobs/0000869063-01#sthash.PBvCkmXc.dpuf
Southwest Minnesota State University (MN) - TT Assistant Professor of English (Diversity Literature & Creative Writing) -POSITION FILLED,2015,http://www.smsu.edu/Administration/HumanResources/neogov.cfm | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175997854&Title=Assistant%20Professor%20of%20English%20%28Diversity%20Literature%20%26%20Creative%20Writing%29,TT,CreativeWriting,Wiki,http://www.smsu.edu/Administration/HumanResources/neogov.cfm | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175997854&Title=Assistant%20Professor%20of%20English%20%28Diversity%20Literature%20%26%20Creative%20Writing%29
